nama_bapak,nama_ibu,nomor_rumah,jarak_rumah
Umay Waluyo,Nurul Wastuti S.Farm,9347,97822
Umay Wasita,Ulya Ika Sudiati,9348,97835
Umay Wijaya,Julia Azalea Hassanah,9349,97846
Umaya Adhiarja Manullang M.Pd,Diah Hassanah,9350,97862
Umaya Arta Kusumo M.M.,Uli Samiah Wastuti,9351,97867
Umaya Bahuwirya Wacana M.Ak,Kania Kamila Usada S.Pt,9352,97869
Umaya Cager Rajata M.Farm,Raina Mutia Nurdiyanti,9353,97874
Umaya Dabukke S.T.,Najwa Rahimah M.Farm,9354,97891
Umaya Damu Pranowo S.Pd,Yessi Ani Pertiwi S.Kom,9355,97904
Umaya Hidayat,Julia Astuti,9356,97911
Umaya Kacung Pangestu M.M.,Keisha Kiandra Mulyani,9357,97928
Umaya Kusuma Hardiansyah M.Farm,Jasmin Ayu Rahimah S.Farm,9358,97946
Umaya Maulana,Salimah Farida,9359,97954
Umaya Nababan,Karimah Azalea Uyainah,9360,97971
Umaya Nugroho,Padma Usada,9361,97977
Umaya Pangestu,Karen Lala Usamah,9362,97988
Umaya Prasetyo,Nabila Riyanti S.IP,9363,97995
Umaya Raden Natsir M.Ak,Dian Melani,9364,97999
Umaya Siregar,Uchita Lalita Pertiwi,9365,98001
Umaya Suwarno,Tina Suryatmi,9366,98007
Umaya Wardaya Wahyudin S.Pt,Sadina Namaga,9367,98025
Umaya Wijaya,Oliva Usamah S.I.Kom,9368,98036
Unggul Anggriawan,Genta Lalita Andriani M.Farm,9369,98048
Unggul Ardianto M.Farm,Kartika Pudjiastuti,9370,98063
Unggul Budiyanto S.Sos,Laila Maryati,9371,98065
Unggul Cahyadi Ramadan,Lalita Natalia Farida,9372,98070
Unggul Dariati Santoso M.Pd,Yunita Dina Wahyuni,9373,98075
Unggul Gandi Nashiruddin S.Pd,Fathonah Maryati M.TI.,9374,98089
Unggul Gandi Zulkarnain,Yessi Widya Yolanda,9375,98109
Unggul Haryanto,Farah Titi Rahmawati M.M.,9376,98118
Unggul Hutapea,Gabriella Hastuti,9377,98136
Unggul Kasiran Nugroho S.Kom,Yulia Zulaika,9378,98146
Unggul Luis Prakasa S.E.,Sari Diana Melani,9379,98160
Unggul Marpaung M.Ak,Cinta Wahyuni,9380,98176
Unggul Nashiruddin M.M.,Puspa Endah Fujiati S.Ked,9381,98183
Unggul Oskar Thamrin M.Kom.,Clara Endah Laksita,9382,98185
Unggul Pangestu,Sabrina Aryani,9383,98203
Unggul Pradana,Ajeng Pratiwi S.Pd,9384,98210
Unggul Putra,Jane Suartini,9385,98217
Unggul Simanjuntak S.I.Kom,Karimah Mayasari,9386,98224
Upik Banawi Tarihoran,Ana Wijayanti,9387,98240
Upik Cahya Hutapea S.Ked,Hamima Salimah Mayasari M.Ak,9388,98248
Upik Dabukke,Mutia Hamima Wulandari S.E.I,9389,98252
Upik Dongoran S.Pd,Ilsa Keisha Novitasari M.M.,9390,98260
Upik Dwi Samosir M.TI.,Tania Lestari,9391,98266
Upik Irawan S.Kom,Cinthia Puspita,9392,98267
Upik Irfan Budiman M.Pd,Padmi Tira Rahmawati,9393,98282
Upik Kusumo,Puti Purwanti,9394,98293
Upik Luwes Lazuardi M.Farm,Eli Raina Mardhiyah S.Sos,9395,98300
Upik Maman Irawan,Zahra Hasanah,9396,98317
Upik Manullang,Kayla Wahyuni,9397,98329
Upik Maryadi S.Sos,Patricia Eli Lestari S.Pt,9398,98346
Upik Nababan,Puspa Agustina,9399,98357
Upik Natsir,Tari Agustina,9400,98362
Upik Okto Tamba,Jane Rahayu Hastuti S.Farm,9401,98367
Upik Panji Suryono M.TI.,Michelle Usada,9402,98369
Upik Prasasta,Putri Wani Mulyani,9403,98386
Upik Prasetyo,Aurora Suartini M.Kom.,9404,98392
Upik Samosir,Kamila Laksmiwati,9405,98394
Upik Saragih,Rina Puji Rahimah S.Pd,9406,98409
Upik Simanjuntak,Zaenab Wastuti M.M.,9407,98428
Upik Sirait,Aisyah Purwanti,9408,98431
Upik Tri Sitompul S.H.,Carla Wulandari S.Gz,9409,98451
Upik Utama,Indah Kusmawati,9410,98468
Upik Waluyo,Ulva Suryatmi M.Ak,9411,98478
Upik Winarno,Michelle Zulaika S.I.Kom,9412,98483
Usman Cayadi Tampubolon,Michelle Zahra Puspita S.Ked,9413,98489
Usman Gunawan,Latika Suryatmi,9414,98497
Usman Kacung Iswahyudi S.Pd,Malika Pratiwi M.Farm,9415,98509
Usman Kurnia Kuswoyo S.IP,Gasti Yuni Mardhiyah S.Sos,9416,98514
Usman Mahendra,Maida Kuswandari,9417,98527
Usman Natsir,Anita Nasyidah S.T.,9418,98542
Usman Pangestu,Dinda Lili Sudiati S.IP,9419,98543
Usman Prasetya,Gilda Pia Agustina,9420,98550
Usman Rajata S.E.,Salimah Nasyidah,9421,98552
Usman Saragih,Amalia Uyainah M.Farm,9422,98565
Usman Sihombing M.Kom.,Julia Purwanti,9423,98582
Usman Simbolon,Belinda Nadine Lestari S.E.,9424,98593
Usman Sirait,Faizah Novitasari,9425,98594
Usman Siregar,Eka Rahayu Namaga,9426,98602
Usman Sitompul,Syahrini Kuswandari,9427,98604
Usman Suryono,Wulan Wijayanti S.Pt,9428,98623
Usman Usman Gunawan,Jessica Zulaika S.Pd,9429,98632
Usman Wardi Najmudin S.I.Kom,Jasmin Safina Anggraini S.Psi,9430,98642
Usman Zulkarnain,Endah Elisa Uyainah,9431,98651
Utama Anggriawan,Syahrini Safitri S.Gz,9432,98656
Utama Artanto Mustofa,Rahayu Widiastuti,9433,98670
Utama Bahuwirya Sitorus,Qori Ika Wastuti S.H.,9434,98678
Utama Budiman,Ulva Eli Nuraini,9435,98690
Utama Dartono Saptono S.IP,Mila Susanti,9436,98695
Utama Gambira Sinaga,Zahra Kusmawati S.T.,9437,98696
Utama Kenes Maulana S.Pd,Betania Victoria Utami,9438,98706
Utama Kusumo,Kartika Yolanda,9439,98713
Utama Lantar Wijaya,Padmi Kayla Novitasari,9440,98732
Utama Maulana,Malika Laksita,9441,98747
Utama Nababan,Patricia Titin Utami,9442,98754
Utama Nasrullah Dongoran,Rahmi Farida S.Gz,9443,98771
Utama Okto Setiawan,Maimunah Melani,9444,98783
Utama Permadi,Diah Suryatmi M.Pd,9445,98786
Utama Prakasa,Bella Pratiwi,9446,98791
Utama Pratama,Zelaya Purwanti M.Pd,9447,98806
Utama Reksa Tampubolon,Gabriella Uyainah,9448,98826
Utama Saragih,Ami Zulaika S.Kom,9449,98844
Utama Zulkarnain,Bella Almira Sudiati,9450,98858
Vega Asmadi Prakasa,Yuliana Nadine Halimah S.Psi,9451,98861
Vega Cakrabuana Anggriawan,Violet Laksita,9452,98876
Vega Cawisono Saefullah,Endah Palastri M.Ak,9453,98887
Vega Darmaji Irawan,Cinthia Sudiati M.TI.,9454,98895
Vega Dongoran,Kasiyah Palastri,9455,98901
Vega Hakim,Salsabila Amalia Purnawati S.E.I,9456,98909
Vega Indra Wibisono,Rachel Farida S.Psi,9457,98923
Vega Kajen Pratama,Alika Laksmiwati S.H.,9458,98941
Vega Karsana Siregar S.H.,Ami Rachel Usamah,9459,98956
Vega Makara Firgantoro,Ellis Mulyani,9460,98957
Vega Marbun S.Kom,Melinda Suryatmi,9461,98975
Vega Nababan,Vanya Nurdiyanti,9462,98980
Vega Respati Maryadi S.Kom,Kani Nasyiah M.Kom.,9463,98990
Vega Saadat Napitupulu,Cindy Susanti,9464,99004
Vega Saragih,Keisha Maryati,9465,99014
Vega Sihombing,Keisha Farida,9466,99024
Vega Tasdik Permadi,Hana Nurdiyanti,9467,99039
Vega Wahyudin,Julia Rahmawati,9468,99053
Vero Arta Saefullah S.Psi,Silvia Faizah Aryani,9469,99066
Vero Aswani Hardiansyah,Novi Paris Lailasari M.Pd,9470,99078
Vero Cahya Firmansyah,Widya Icha Melani S.Gz,9471,99096
Vero Firgantoro,Pia Astuti,9472,99099
Vero Harsana Waluyo M.Kom.,Zelaya Kamila Mardhiyah,9473,99117
Vero Hidayanto,Ella Febi Hasanah,9474,99120
Vero Manullang S.T.,Kayla Mulyani,9475,99139
Vero Maulana,Ana Rika Usamah,9476,99155
Vero Nashiruddin,Farhunnisa Ida Utami M.Pd,9477,99169
Vero Nugroho S.Psi,Latika Palastri,9478,99185
Vero Pangestu Latupono,Violet Mutia Padmasari S.E.I,9479,99199
Vero Panji Saragih,Malika Padmasari S.Psi,9480,99203
Vero Prasasta S.Farm,Ina Permata,9481,99223
Vero Prayoga S.Pt,Wulan Ratih Maryati,9482,99239
Vero Rama Sihombing M.Ak,Maya Nurdiyanti,9483,99245
Vero Sirait,Humaira Padmasari S.Gz,9484,99258
Vero Wibisono,Latika Nilam Winarsih S.H.,9485,99259
Vero Yono Hutapea S.Farm,Hilda Sudiati M.M.,9486,99261
Viktor Bakiman Mansur,Yance Nurdiyanti,9487,99268
Viktor Banara Anggriawan,Ida Samiah Rahmawati,9488,99287
Viktor Dariati Saptono S.Ked,Mala Kusmawati,9489,99292
Viktor Dipa Saputra,Tami Intan Melani,9490,99293
Viktor Hidayanto S.Ked,Hani Palastri M.Pd,9491,99302
Viktor Hidayat,Maria Zizi Yuliarti,9492,99306
Viktor Maheswara,Salwa Jasmin Mulyani,9493,99318
Viktor Manullang,Ami Ilsa Maryati S.E.,9494,99327
Viktor Marpaung,Paramita Riyanti S.Pd,9495,99332
Viktor Maryadi,Rahayu Anita Laksmiwati S.Gz,9496,99352
Viktor Maulana S.T.,Gilda Violet Hasanah,9497,99364
Viktor Muni Jailani S.Psi,Yuni Winarsih,9498,99382
Viktor Mustofa,Zulaikha Zamira Usada M.Farm,9499,99390
Viktor Prabowo S.I.Kom,Ratih Purwanti S.Farm,9500,99394
Viktor Prasetyo,Zalindra Hariyah,9501,99414
Viktor Rajata S.I.Kom,Hafshah Padmasari,9502,99424
Viktor Saiful Napitupulu S.Pd,Zelaya Farida S.Ked,9503,99444
Viktor Sitorus S.E.I,Ade Yulia Purwanti S.IP,9504,99459
Viktor Suryono,Carla Rahayu,9505,99460
Viktor Warta Wijaya,Zaenab Cici Winarsih S.E.I,9506,99468
Viman Adriansyah M.Farm,Citra Elvina Handayani,9507,99483
Viman Ajiono Firgantoro S.Farm,Elvina Wijayanti,9508,99494
Viman Garang Saptono S.Farm,Mala Sudiati S.Gz,9509,99504
Viman Hutapea S.IP,Hasna Rahimah,9510,99508
Viman Irwan Najmudin,Zelaya Salsabila Wulandari S.Psi,9511,99517
Viman Iswahyudi S.I.Kom,Salwa Lestari,9512,99536
Viman Jais Hidayat,Dalima Mulyani S.H.,9513,99553
Viman Lukman Ardianto S.Sos,Eva Padmi Prastuti,9514,99559
Viman Maheswara,Ella Juli Anggraini,9515,99567
Viman Omar Hutapea,Sarah Victoria Suartini S.T.,9516,99569
Viman Permadi,Puji Puspita S.Psi,9517,99589
Viman Pradana,Ciaobella Haryanti S.I.Kom,9518,99605
Viman Pranawa Ardianto M.Kom.,Belinda Palastri,9519,99612
Viman Prasetya S.E.,Elma Hartati S.I.Kom,9520,99629
Viman Prasetyo S.Kom,Jasmin Permata S.T.,9521,99635
Viman Prayoga,Vicky Yuliarti,9522,99646
Viman Purwadi Ramadan S.Farm,Amalia Sabrina Padmasari,9523,99653
Viman Saefullah,Zamira Titi Fujiati S.E.I,9524,99657
Viman Saragih,Ratna Lestari,9525,99667
Viman Sihombing,Agnes Puspita S.Ked,9526,99686
Viman Sihotang,Yuliana Puspita M.Kom.,9527,99687
Viman Simanjuntak,Shakila Uyainah S.Gz,9528,99699
Viman Waskita,Rika Winarsih S.Sos,9529,99705
Viman Wibisono,Yulia Nuraini,9530,99707
Vino Balidin Sihombing,Syahrini Yani Laksmiwati,9531,99724
Vino Carub Prakasa S.H.,Kezia Wahyuni S.H.,9532,99732
Vino Dacin Widodo S.Pt,Dalima Halima Usamah,9533,99751
Vino Eja Prasetya S.I.Kom,Suci Gina Haryanti,9534,99764
Vino Gunawan,Rahayu Handayani,9535,99766
Vino Hutapea,Kartika Utami,9536,99774
Vino Ivan Kuswoyo M.Ak,Farah Uyainah M.Ak,9537,99776
Vino Kalim Ardianto S.IP,Uli Nasyiah,9538,99791
Vino Lurhur Marpaung,Titi Vanesa Oktaviani S.Ked,9539,99809
Vino Mahendra,Fitria Pudjiastuti,9540,99815
Vino Maulana,Gasti Yuliarti,9541,99816
Vino Mustofa M.TI.,Gilda Maryati,9542,99833
Vino Najmudin,Lala Fujiati,9543,99851
Vino Pradana,Alika Endah Wijayanti,9544,99860
Vino Pradipta,Febi Tania Permata,9545,99862
Vino Pranowo,Lili Puspa Padmasari M.TI.,9546,99882
Vino Pratama,Jane Ratih Padmasari,9547,99883
Vino Sihombing,Ellis Sudiati,9548,99902
Vino Situmorang S.T.,Lalita Lailasari,9549,99904
Vino Thamrin M.Ak,Ratih Suryatmi,9550,99920
Vino Uwais,Ghaliyati Maryati S.Farm,9551,99922
Vino Vinsen Habibi S.IP,Wani Melani,9552,99923
Vinsen Ade Marpaung,Nabila Puspa Hartati,9553,99927
Vinsen Adriansyah,Ayu Sadina Mayasari,9554,99928
Vinsen Anggriawan,Queen Aryani M.Pd,9555,99931
Vinsen Bagya Mangunsong M.Pd,Elvina Yolanda S.IP,9556,99947
Vinsen Budiyanto,Icha Riyanti,9557,99960
Vinsen Cawisadi Thamrin S.IP,Elvina Pratiwi,9558,99968
Vinsen Damanik,Vanya Sakura Winarsih,9559,99973
Vinsen Damu Prabowo,Anita Rahmawati,9560,99984
Vinsen Elvin Hardiansyah S.Psi,Septi Dina Nuraini,9561,99992
Vinsen Emin Zulkarnain,Ira Zizi Yulianti,9562,100006
Vinsen Galih Suwarno S.Sos,Agnes Permata,9563,100010
Vinsen Habibi S.Ked,Intan Mandasari S.Ked,9564,100030
Vinsen Hari Manullang S.Ked,Nova Astuti,9565,100040
Vinsen Karsa Pradana S.T.,Nova Mulyani M.TI.,9566,100049
Vinsen Mandala S.I.Kom,Calista Andriani S.E.,9567,100068
Vinsen Mustofa,Maria Suryatmi,9568,100070
Vinsen Prabowo,Calista Namaga,9569,100073
Vinsen Salahudin,Tina Agustina S.Pd,9570,100093
Vinsen Simbolon,Julia Pudjiastuti S.Ked,9571,100106
Vinsen Sinaga,Talia Shania Yolanda S.I.Kom,9572,100109
Vinsen Siregar M.Kom.,Oni Wulandari M.Pd,9573,100118
Virman Bagiya Permadi S.E.,Febi Yulia Pratiwi M.M.,9574,100128
Virman Bakianto Setiawan S.Gz,Titi Eka Palastri S.Gz,9575,100129
Virman Caturangga Latupono S.T.,Anastasia Michelle Widiastuti S.Pd,9576,100130
Virman Darmanto Maryadi S.Sos,Calista Zelda Winarsih S.Ked,9577,100133
Virman Erik Prabowo M.Pd,Citra Ophelia Lailasari S.I.Kom,9578,100139
Virman Gunawan,Putri Nasyiah,9579,100154
Virman Habibi S.Farm,Kamila Eva Kusmawati,9580,100167
Virman Halim S.Pd,Nilam Lailasari,9581,100187
Virman Jailani,Tina Kasiyah Wijayanti,9582,100206
Virman Latupono,Endah Farida,9583,100223
Virman Lega Rajata,Maida Riyanti S.Psi,9584,100242
Virman Nainggolan S.Pt,Nabila Paris Lailasari,9585,100255
Virman Prakasa,Ghaliyati Hasanah M.TI.,9586,100275
Virman Saefullah,Hamima Wastuti,9587,100290
Virman Sirait,Yulia Ika Andriani,9588,100299
Virman Siregar,Tina Permata,9589,100316
Virman Sitorus,Yani Samiah Nurdiyanti S.E.I,9590,100333
Virman Situmorang,Zelaya Uyainah,9591,100336
Virman Winarno,Puspa Rahimah,9592,100352
Wadi Dongoran,Yuni Oktaviani,9593,100366
Wadi Hamzah Tamba S.E.,Laras Riyanti M.Kom.,9594,100382
Wadi Kajen Hidayanto M.TI.,Rina Aryani M.M.,9595,100387
Wadi Kurniawan,Natalia Purwanti,9596,100405
Wadi Kusumo,Salsabila Prastuti S.Pd,9597,100414
Wadi Luhung Napitupulu S.H.,Suci Usada,9598,100424
Wadi Maheswara,Maida Suryatmi,9599,100425
Wadi Maheswara S.Gz,Tira Ella Rahmawati,9600,100432
Wadi Manullang S.Farm,Calista Mandasari,9601,100437
Wadi Narpati,Tania Yolanda,9602,100456
Wadi Pranowo,Aisyah Oliva Rahayu,9603,100464
Wadi Salahudin,Karen Mulyani,9604,100477
Wadi Sihotang S.Psi,Belinda Melani,9605,100482
Wadi Surya Prasetyo,Vera Purnawati M.Farm,9606,100488
Wadi Wibisono,Maya Suryatmi,9607,100493
Wadi Wibowo,Padma Endah Nasyiah,9608,100509
Wage Ajiman Halim,Humaira Maryati S.Ked,9609,100522
Wage Bakijan Prasetya,Ulya Rahmawati,9610,100538
Wage Damanik,Padma Sari Hassanah M.Ak,9611,100547
Wage Elon Budiyanto M.M.,Dinda Hassanah,9612,100563
Wage Hidayanto S.E.,Citra Safitri,9613,100578
Wage Ismail Anggriawan S.H.,Intan Amelia Halimah,9614,100593
Wage Iswahyudi,Septi Hariyah,9615,100603
Wage Jailani,Hesti Lestari,9616,100612
Wage Kamal Pratama S.Gz,Jessica Yulianti,9617,100614
Wage Kasim Zulkarnain S.E.I,Yuliana Pudjiastuti,9618,100634
Wage Kurniawan,Juli Lailasari,9619,100653
Wage Kurniawan S.T.,Restu Sudiati S.H.,9620,100673
Wage Lasmanto Latupono,Yessi Usamah,9621,100684
Wage Maheswara,Dinda Tania Utami,9622,100688
Wage Mustofa,Jasmin Suryatmi S.Pd,9623,100692
Wage Pangestu,Paramita Hastuti,9624,100711
Wage Prakasa,Keisha Usamah S.Ked,9625,100716
Wage Prakasa M.Kom.,Lili Maryati,9626,100718
Wage Prasetya,Ratna Farida M.TI.,9627,100726
Wage Rosman Winarno S.H.,Queen Andriani,9628,100728
Wage Tampubolon,Gilda Halimah,9629,100739
Wage Zulkarnain,Vanya Permata,9630,100747
Wahyu Asman Adriansyah,Kamila Nabila Usada,9631,100766
Wahyu Gunarto,Salimah Padmasari,9632,100778
Wahyu Gunarto M.Pd,Diah Puspasari,9633,100793
Wahyu Hidayanto,Hilda Padmasari,9634,100803
Wahyu Hutasoit S.Ked,Putri Agustina S.Kom,9635,100817
Wahyu Indra Prayoga,Ratna Gabriella Riyanti S.Ked,9636,100823
Wahyu Lazuardi S.Gz,Tari Clara Mandasari,9637,100837
Wahyu Narpati,Vivi Suartini M.Ak,9638,100849
Wahyu Natsir,Cornelia Tania Wahyuni S.Farm,9639,100861
Wahyu Pangestu,Rahayu Nurdiyanti,9640,100867
Wahyu Pradana,Samiah Ani Palastri,9641,100886
Wahyu Siregar,Betania Jessica Permata,9642,100901
Wahyu Sitorus,Zamira Anita Laksmiwati,9643,100915
Wahyu Situmorang,Puji Puspita,9644,100929
Wahyu Tampubolon,Ayu Nasyiah,9645,100935
Wahyu Wasis Sihotang,Safina Usamah,9646,100938
Wahyu Waskita,Puspa Mala Winarsih,9647,100947
Wahyu Wijaya,Titin Anggraini M.TI.,9648,100961
Wahyu Zulkarnain,Rachel Mulyani,9649,100968
Wakiman Habibi S.Pt,Hafshah Ifa Pudjiastuti,9650,100975
Wakiman Iswahyudi M.TI.,Jasmin Yani Nuraini,9651,100983
Wakiman Kajen Sirait,Ciaobella Wahyuni,9652,100999
Wakiman Kuswoyo S.Farm,Mutia Kiandra Mayasari S.T.,9653,101013
Wakiman Lukman Mansur S.Sos,Cindy Nasyiah,9654,101015
Wakiman Mandala,Elma Zulaika,9655,101029
Wakiman Mustofa Maheswara S.T.,Hasna Wahyuni M.TI.,9656,101047
Wakiman Nainggolan,Yani Nasyiah,9657,101051
Wakiman Najmudin,Tantri Safitri,9658,101057
Wakiman Natsir,Vanesa Wijayanti,9659,101072
Wakiman Opan Hidayat,Siti Andriani,9660,101091
Wakiman Pradipta,Kartika Safitri,9661,101097
Wakiman Radit Setiawan M.M.,Laras Humaira Astuti S.Ked,9662,101102
Wakiman Saragih,Elma Pertiwi,9663,101111
Wakiman Setiawan,Mala Gabriella Nuraini,9664,101112
Wakiman Setya Simbolon S.I.Kom,Tami Purwanti M.Pd,9665,101113
Wakiman Siregar,Puji Suryatmi,9666,101117
Wakiman Situmorang,Jessica Vanesa Utami M.Ak,9667,101136
Wakiman Wahyudin,Iriana Lestari,9668,101142
Wakiman Winarno,Puspa Kani Puspasari S.E.I,9669,101153
Waluyo Bajragin Adriansyah S.Ked,Nadine Cindy Rahayu M.TI.,9670,101160
Waluyo Cager Hardiansyah S.Pd,Widya Hartati M.Pd,9671,101177
Waluyo Daliono Maryadi M.Farm,Hasna Aisyah Uyainah M.M.,9672,101190
Waluyo Daliono Nababan S.Ked,Puti Gina Rahimah,9673,101204
Waluyo Galang Rajata M.Ak,Jasmin Ellis Mulyani,9674,101216
Waluyo Gambira Wibisono,Elma Laras Laksita S.T.,9675,101234
Waluyo Iswahyudi,Vanesa Endah Purnawati S.Ked,9676,101249
Waluyo Kawaya Kurniawan,Cindy Mila Nasyidah,9677,101258
Waluyo Lasmono Pratama,Dalima Rahayu S.Psi,9678,101268
Waluyo Maheswara S.Gz,Siska Mayasari,9679,101283
Waluyo Manah Sihombing S.E.I,Zalindra Septi Usamah M.M.,9680,101294
Waluyo Nainggolan,Vera Siti Rahayu,9681,101307
Waluyo Nashiruddin,Cinthia Hastuti,9682,101320
Waluyo Pradipta,Gasti Lili Mandasari,9683,101327
Waluyo Prayoga,Kasiyah Raisa Hartati S.E.,9684,101340
Waluyo Simanjuntak S.T.,Ilsa Suartini S.E.I,9685,101359
Wardaya Aslijan Simbolon S.Sos,Karen Ilsa Novitasari S.IP,9686,101379
Wardaya Hutapea,Jelita Halimah,9687,101388
Wardaya Kurniawan,Jessica Cinthia Lestari,9688,101402
Wardaya Manullang M.Kom.,Jane Puspita,9689,101409
Wardaya Nababan,Gawati Rahimah M.Ak,9690,101418
Wardaya Nainggolan,Cindy Zamira Usada S.E.,9691,101424
Wardaya Najmudin,Mutia Puji Laksmiwati,9692,101430
Wardaya Rajasa S.Farm,Natalia Haryanti,9693,101433
Wardaya Saputra S.T.,Intan Kusmawati,9694,101441
Wardaya Sihotang,Ophelia Pratiwi,9695,101450
Wardaya Vero Ramadan S.Farm,Restu Namaga,9696,101460
Wardaya Wacana S.Pd,Ani Purnawati S.Ked,9697,101471
Wardaya Wisnu Damanik,Calista Putri Palastri S.H.,9698,101483
Wardi Eko Hidayat,Rachel Ophelia Yolanda M.TI.,9699,101503
Wardi Gading Rajasa S.T.,Sarah Farah Nurdiyanti S.Psi,9700,101511
Wardi Hutasoit,Putri Sarah Puspasari M.M.,9701,101524
Wardi Kuswoyo S.Pt,Farhunnisa Bella Hariyah,9702,101532
Wardi Marbun,Sabrina Pratiwi S.Pd,9703,101537
Wardi Maryadi,Titin Wulan Winarsih S.Pt,9704,101541
Wardi Prakasa M.Farm,Icha Hesti Palastri,9705,101551
Wardi Rajata,Sadina Wulandari S.Psi,9706,101569
Wardi Sirait,Raina Widiastuti,9707,101575
Wardi Suwarno M.Farm,Zulaikha Yessi Puspita S.Pd,9708,101589
Wardi Tampubolon,Ilsa Zulaika,9709,101600
Wardi Viman Prasasta S.E.,Mila Winarsih S.Kom,9710,101615
Wardi Virman Ardianto M.Farm,Zulaikha Halimah,9711,101618
Wardi Wibisono,Laras Genta Hastuti S.E.I,9712,101620
Wardi Widodo,Faizah Sabrina Nasyiah M.M.,9713,101627
Warji Danu Sitorus M.TI.,Aurora Puspasari,9714,101646
Warji Dirja Mansur,Nabila Susanti S.Sos,9715,101655
Warji Dongoran,Alika Safitri M.Kom.,9716,101674
Warji Empluk Hidayanto,Ani Wastuti,9717,101684
Warji Hardiansyah,Vanesa Wijayanti S.Kom,9718,101702
Warji Hardiansyah S.Ked,Cinthia Fujiati,9719,101721
Warji Hasim Budiman S.Kom,Yani Hartati,9720,101733
Warji Hasim Gunawan S.T.,Titin Uyainah S.H.,9721,101748
Warji Januar S.I.Kom,Wani Vera Rahayu S.IP,9722,101759
Warji Karma Maulana,Usyi Kuswandari,9723,101775
Warji Kenes Pangestu M.Ak,Paris Hasna Puspasari,9724,101779
Warji Kuswoyo,Humaira Mayasari,9725,101784
Warji Maryadi Budiyanto,Puti Palastri,9726,101785
Warji Najmudin,Puspa Elvina Rahayu S.Pd,9727,101803
Warji Prabowo S.Pt,Azalea Mulyani,9728,101821
Warji Pradana,Mutia Purwanti,9729,101837
Warji Prasasta M.Kom.,Jamalia Pudjiastuti,9730,101851
Warji Santoso S.E.I,Raina Putri Suartini S.T.,9731,101859
Warji Sirait,Nova Rahayu,9732,101879
Warji Wasita,Citra Wahyuni S.Kom,9733,101888
Warsa Bala Hidayanto,Siska Anggraini S.Kom,9734,101901
Warsa Gamblang Haryanto,Nadia Nasyidah S.Gz,9735,101914
Warsa Hakim,Febi Uyainah,9736,101926
Warsa Hardiansyah,Queen Padmi Mardhiyah S.Pt,9737,101941
Warsa Hidayat S.I.Kom,Yessi Wijayanti,9738,101955
Warsa Ismail Natsir S.Pd,Gina Ika Kuswandari S.I.Kom,9739,101958
Warsa Iswahyudi M.Kom.,Ida Mutia Padmasari S.I.Kom,9740,101971
Warsa Jailani S.E.,Vivi Aryani,9741,101976
Warsa Kalim Waluyo S.Sos,Laila Laksita S.Psi,9742,101980
Warsa Karya Kurniawan S.H.,Qori Rahmi Yulianti M.Farm,9743,102000
Warsa Kusumo,Yuliana Kusmawati S.Gz,9744,102009
Warsa Mandala S.Gz,Amelia Jasmin Uyainah,9745,102029
Warsa Maryadi,Winda Hariyah S.IP,9746,102039
Warsa Maryadi Wibowo,Maimunah Laksita,9747,102052
Warsa Narpati,Victoria Palastri,9748,102070
Warsa Nashiruddin,Talia Nasyiah,9749,102074
Warsa Nasim Zulkarnain S.IP,Aurora Permata M.Pd,9750,102080
Warsa Pradipta,Wani Utami,9751,102090
Warsa Pranowo M.Kom.,Siska Palastri,9752,102100
Warsa Prasetya Damanik S.H.,Rahmi Winarsih,9753,102101
Warsa Sihotang S.Psi,Sabrina Qori Yolanda S.IP,9754,102119
Warsa Taufan Waskita S.T.,Salimah Patricia Laksmiwati S.Pd,9755,102139
Warsa Tedi Saefullah,Kamaria Maryati,9756,102148
Warsa Wahyudin,Anita Jessica Susanti,9757,102149
Warsa Wijaya,Ifa Puspasari,9758,102152
Warsa Zulkarnain,Ika Widiastuti S.Pd,9759,102162
Warsita Bancar Gunarto,Zalindra Mandasari,9760,102163
Warsita Darsirah Waluyo M.Ak,Genta Ade Pertiwi,9761,102170
Warsita Dongoran,Hana Yolanda S.Ked,9762,102175
Warsita Endra Napitupulu,Eli Yolanda S.Psi,9763,102186
Warsita Ikin Natsir,Calista Wahyuni,9764,102201
Warsita Liman Nainggolan S.E.I,Aurora Melani S.Ked,9765,102218
Warsita Mahendra,Mila Patricia Mandasari S.Kom,9766,102229
Warsita Mangunsong S.Farm,Sarah Laila Yulianti M.Farm,9767,102231
Warsita Mulyanto Waluyo,Queen Riyanti,9768,102233
Warsita Natsir,Tania Puspasari S.E.,9769,102244
Warsita Permadi,Nadia Laksmiwati,9770,102258
Warsita Prasetya M.Ak,Gina Wahyuni S.I.Kom,9771,102267
Warsita Setiawan,Elisa Namaga,9772,102284
Warsita Simanjuntak,Ika Yolanda,9773,102302
Warsita Sirait S.Kom,Zulaikha Utami,9774,102317
Warsita Suwarno,Hafshah Haryanti,9775,102335
Warsita Thamrin,Tina Hassanah,9776,102339
Warsita Utama,Intan Ratna Hasanah,9777,102357
Warsita Uwais S.Pd,Oliva Handayani,9778,102368
Warsita Wacana,Devi Prastuti S.E.,9779,102375
Warsita Waluyo,Unjani Usada S.Gz,9780,102389
Warta Cemeti Haryanto S.I.Kom,Wirda Handayani,9781,102399
Warta Damanik S.H.,Mila Zulaika S.Sos,9782,102414
Warta Firmansyah S.I.Kom,Raina Wahyuni,9783,102427
